Unnamed: 0,questions,answer,type
694,give me Congo’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
695,When was Congo granted UN membership?,09/20/1960,date
696,At what date did Congo secure its place in the United Nations?,09/20/1960,date
697,When did Congo achieve membership status within the United Nations?,09/20/1960,date
698,At what specific date did Congo enter the United Nations?,09/20/1960,date
699,When did Congo become part of the United Nations?,09/20/1960,date
700,At what date did Congo receive membership in the United Nations?,09/20/1960,date
701,When was Congo accepted as a member of the United Nations?,09/20/1960,date
702,give me the date when Congo became a member of the UN,09/20/1960,date
703,When did Congo obtain its United Nations membership?,09/20/1960,date
704,what was the date when Congo acquired membership in the United Nations?,09/20/1960,date
705,At what date did Denmark attain membership in the United Nations?,10/24/1945,date
706,When was Denmark admitted to the United Nations?,10/24/1945,date
707,At what date did Denmark gain entry into the United Nations?,10/24/1945,date
708,When did Denmark become a member state of the United Nations?,10/24/1945,date
709,give me Denmark’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
710,When was Denmark granted UN membership?,10/24/1945,date
711,At what date did Denmark secure its place in the United Nations?,10/24/1945,date
712,When did Denmark achieve membership status within the United Nations?,10/24/1945,date
713,At what specific date did Denmark enter the United Nations?,10/24/1945,date
714,When did Denmark become part of the United Nations?,10/24/1945,date
715,At what date did Denmark receive membership in the United Nations?,10/24/1945,date
716,When was Denmark accepted as a member of the United Nations?,10/24/1945,date
717,give me the date when Denmark became a member of the UN,10/24/1945,date
718,When did Denmark obtain its United Nations membership?,10/24/1945,date
719,what was the date when Denmark acquired membership in the United Nations?,10/24/1945,date
720,At what date did Djibouti attain membership in the United Nations?,09/20/1977,date
721,When was Djibouti admitted to the United Nations?,09/20/1977,date
722,At what date did Djibouti gain entry into the United Nations?,09/20/1977,date
723,When did Djibouti become a member state of the United Nations?,09/20/1977,date
724,give me Djibouti’s date of admission (dd/mm/yyyy format) into the UN,09/20/1977,date
725,When was Djibouti granted UN membership?,09/20/1977,date
726,At what date did Djibouti secure its place in the United Nations?,09/20/1977,date
727,When did Djibouti achieve membership status within the United Nations?,09/20/1977,date
728,At what specific date did Djibouti enter the United Nations?,09/20/1977,date
729,When did Djibouti become part of the United Nations?,09/20/1977,date
730,At what date did Djibouti receive membership in the United Nations?,09/20/1977,date
731,When was Djibouti accepted as a member of the United Nations?,09/20/1977,date
732,give me the date when Djibouti became a member of the UN,09/20/1977,date
733,When did Djibouti obtain its United Nations membership?,09/20/1977,date
734,what was the date when Djibouti acquired membership in the United Nations?,09/20/1977,date
735,At what date did Dominica attain membership in the United Nations?,12/18/1978,date
736,When was Dominica admitted to the United Nations?,12/18/1978,date
737,At what date did Dominica gain entry into the United Nations?,12/18/1978,date
738,When did Dominica become a member state of the United Nations?,12/18/1978,date
739,give me Dominica’s date of admission (dd/mm/yyyy format) into the UN,12/18/1978,date
740,When was Dominica granted UN membership?,12/18/1978,date
741,At what date did Dominica secure its place in the United Nations?,12/18/1978,date
742,When did Dominica achieve membership status within the United Nations?,12/18/1978,date
743,At what specific date did Dominica enter the United Nations?,12/18/1978,date
744,When did Dominica become part of the United Nations?,12/18/1978,date
745,At what date did Dominica receive membership in the United Nations?,12/18/1978,date
746,When was Dominica accepted as a member of the United Nations?,12/18/1978,date
747,give me the date when Dominica became a member of the UN,12/18/1978,date
748,When did Dominica obtain its United Nations membership?,12/18/1978,date
749,what was the date when Dominica acquired membership in the United Nations?,12/18/1978,date
750,At what date did Dominican Republic attain membership in the United Nations?,10/24/1945,date
751,When was Dominican Republic admitted to the United Nations?,10/24/1945,date
752,At what date did Dominican Republic gain entry into the United Nations?,10/24/1945,date
753,When did Dominican Republic become a member state of the United Nations?,10/24/1945,date
754,give me Dominican Republic’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
755,When was Dominican Republic granted UN membership?,10/24/1945,date
756,At what date did Dominican Republic secure its place in the United Nations?,10/24/1945,date
757,When did Dominican Republic achieve membership status within the United Nations?,10/24/1945,date
758,At what specific date did Dominican Republic enter the United Nations?,10/24/1945,date
759,When did Dominican Republic become part of the United Nations?,10/24/1945,date
760,At what date did Dominican Republic receive membership in the United Nations?,10/24/1945,date
761,When was Dominican Republic accepted as a member of the United Nations?,10/24/1945,date
762,give me the date when Dominican Republic became a member of the UN,10/24/1945,date
763,When did Dominican Republic obtain its United Nations membership?,10/24/1945,date
764,what was the date when Dominican Republic acquired membership in the United Nations?,10/24/1945,date
765,At what date did Ecuador attain membership in the United Nations?,12/21/1945,date
766,When was Ecuador admitted to the United Nations?,12/21/1945,date
767,At what date did Ecuador gain entry into the United Nations?,12/21/1945,date
768,When did Ecuador become a member state of the United Nations?,12/21/1945,date
769,give me Ecuador’s date of admission (dd/mm/yyyy format) into the UN,12/21/1945,date
770,When was Ecuador granted UN membership?,12/21/1945,date
771,At what date did Ecuador secure its place in the United Nations?,12/21/1945,date
772,When did Ecuador achieve membership status within the United Nations?,12/21/1945,date
773,At what specific date did Ecuador enter the United Nations?,12/21/1945,date
774,When did Ecuador become part of the United Nations?,12/21/1945,date
775,At what date did Ecuador receive membership in the United Nations?,12/21/1945,date
776,When was Ecuador accepted as a member of the United Nations?,12/21/1945,date
777,give me the date when Ecuador became a member of the UN,12/21/1945,date
778,When did Ecuador obtain its United Nations membership?,12/21/1945,date
779,what was the date when Ecuador acquired membership in the United Nations?,12/21/1945,date
780,At what date did Egypt attain membership in the United Nations?,10/24/1945,date
781,When was Egypt admitted to the United Nations?,10/24/1945,date
782,At what date did Egypt gain entry into the United Nations?,10/24/1945,date
783,When did Egypt become a member state of the United Nations?,10/24/1945,date
784,give me Egypt’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
785,When was Egypt granted UN membership?,10/24/1945,date
786,At what date did Egypt secure its place in the United Nations?,10/24/1945,date
787,When did Egypt achieve membership status within the United Nations?,10/24/1945,date
788,At what specific date did Egypt enter the United Nations?,10/24/1945,date
789,When did Egypt become part of the United Nations?,10/24/1945,date
790,At what date did Egypt receive membership in the United Nations?,10/24/1945,date
791,When was Egypt accepted as a member of the United Nations?,10/24/1945,date
792,give me the date when Egypt became a member of the UN,10/24/1945,date
793,When did Egypt obtain its United Nations membership?,10/24/1945,date
794,what was the date when Egypt acquired membership in the United Nations?,10/24/1945,date
795,At what date did El Salvador attain membership in the United Nations?,10/24/1945,date
796,When was El Salvador admitted to the United Nations?,10/24/1945,date
797,At what date did El Salvador gain entry into the United Nations?,10/24/1945,date
798,When did El Salvador become a member state of the United Nations?,10/24/1945,date
799,give me El Salvador’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
800,When was El Salvador granted UN membership?,10/24/1945,date
801,At what date did El Salvador secure its place in the United Nations?,10/24/1945,date
802,When did El Salvador achieve membership status within the United Nations?,10/24/1945,date
803,At what specific date did El Salvador enter the United Nations?,10/24/1945,date
804,When did El Salvador become part of the United Nations?,10/24/1945,date
805,At what date did El Salvador receive membership in the United Nations?,10/24/1945,date
806,When was El Salvador accepted as a member of the United Nations?,10/24/1945,date
807,give me the date when El Salvador became a member of the UN,10/24/1945,date
808,When did El Salvador obtain its United Nations membership?,10/24/1945,date
809,what was the date when El Salvador acquired membership in the United Nations?,10/24/1945,date
810,At what date did Equatorial Guinea attain membership in the United Nations?,11/12/1968,date
811,When was Equatorial Guinea admitted to the United Nations?,11/12/1968,date
812,At what date did Equatorial Guinea gain entry into the United Nations?,11/12/1968,date
813,When did Equatorial Guinea become a member state of the United Nations?,11/12/1968,date
814,give me Equatorial Guinea’s date of admission (dd/mm/yyyy format) into the UN,11/12/1968,date
815,When was Equatorial Guinea granted UN membership?,11/12/1968,date
816,At what date did Equatorial Guinea secure its place in the United Nations?,11/12/1968,date
817,When did Equatorial Guinea achieve membership status within the United Nations?,11/12/1968,date
818,At what specific date did Equatorial Guinea enter the United Nations?,11/12/1968,date
819,When did Equatorial Guinea become part of the United Nations?,11/12/1968,date
820,At what date did Equatorial Guinea receive membership in the United Nations?,11/12/1968,date
821,When was Equatorial Guinea accepted as a member of the United Nations?,11/12/1968,date
822,give me the date when Equatorial Guinea became a member of the UN,11/12/1968,date
823,When did Equatorial Guinea obtain its United Nations membership?,11/12/1968,date
824,what was the date when Equatorial Guinea acquired membership in the United Nations?,11/12/1968,date
825,At what date did Eritrea attain membership in the United Nations?,05/28/1993,date
826,When was Eritrea admitted to the United Nations?,05/28/1993,date
827,At what date did Eritrea gain entry into the United Nations?,05/28/1993,date
828,When did Eritrea become a member state of the United Nations?,05/28/1993,date
829,give me Eritrea’s date of admission (dd/mm/yyyy format) into the UN,05/28/1993,date
830,When was Eritrea granted UN membership?,05/28/1993,date
831,At what date did Eritrea secure its place in the United Nations?,05/28/1993,date
832,When did Eritrea achieve membership status within the United Nations?,05/28/1993,date
833,At what specific date did Eritrea enter the United Nations?,05/28/1993,date
834,When did Eritrea become part of the United Nations?,05/28/1993,date
835,At what date did Eritrea receive membership in the United Nations?,05/28/1993,date
836,When was Eritrea accepted as a member of the United Nations?,05/28/1993,date
837,give me the date when Eritrea became a member of the UN,05/28/1993,date
838,When did Eritrea obtain its United Nations membership?,05/28/1993,date
839,what was the date when Eritrea acquired membership in the United Nations?,05/28/1993,date
840,At what date did Estonia attain membership in the United Nations?,09/17/1991,date
841,When was Estonia admitted to the United Nations?,09/17/1991,date
842,At what date did Estonia gain entry into the United Nations?,09/17/1991,date
843,When did Estonia become a member state of the United Nations?,09/17/1991,date
844,give me Estonia’s date of admission (dd/mm/yyyy format) into the UN,09/17/1991,date
845,When was Estonia granted UN membership?,09/17/1991,date
846,At what date did Estonia secure its place in the United Nations?,09/17/1991,date
847,When did Estonia achieve membership status within the United Nations?,09/17/1991,date
848,At what specific date did Estonia enter the United Nations?,09/17/1991,date
849,When did Estonia become part of the United Nations?,09/17/1991,date
850,At what date did Estonia receive membership in the United Nations?,09/17/1991,date
851,When was Estonia accepted as a member of the United Nations?,09/17/1991,date
852,give me the date when Estonia became a member of the UN,09/17/1991,date
853,When did Estonia obtain its United Nations membership?,09/17/1991,date
854,what was the date when Estonia acquired membership in the United Nations?,09/17/1991,date
855,At what date did Eswatini attain membership in the United Nations?,09/24/1968,date
856,When was Eswatini admitted to the United Nations?,09/24/1968,date
857,At what date did Eswatini gain entry into the United Nations?,09/24/1968,date
858,When did Eswatini become a member state of the United Nations?,09/24/1968,date
859,give me Eswatini’s date of admission (dd/mm/yyyy format) into the UN,09/24/1968,date
860,When was Eswatini granted UN membership?,09/24/1968,date
861,At what date did Eswatini secure its place in the United Nations?,09/24/1968,date
862,When did Eswatini achieve membership status within the United Nations?,09/24/1968,date
863,At what specific date did Eswatini enter the United Nations?,09/24/1968,date
864,When did Eswatini become part of the United Nations?,09/24/1968,date
865,At what date did Eswatini receive membership in the United Nations?,09/24/1968,date
866,When was Eswatini accepted as a member of the United Nations?,09/24/1968,date
867,give me the date when Eswatini became a member of the UN,09/24/1968,date
868,When did Eswatini obtain its United Nations membership?,09/24/1968,date
869,what was the date when Eswatini acquired membership in the United Nations?,09/24/1968,date
870,At what date did Ethiopia attain membership in the United Nations?,11/13/1945,date
871,When was Ethiopia admitted to the United Nations?,11/13/1945,date
872,At what date did Ethiopia gain entry into the United Nations?,11/13/1945,date
873,When did Ethiopia become a member state of the United Nations?,11/13/1945,date
874,give me Ethiopia’s date of admission (dd/mm/yyyy format) into the UN,11/13/1945,date
875,When was Ethiopia granted UN membership?,11/13/1945,date
876,At what date did Ethiopia secure its place in the United Nations?,11/13/1945,date
877,When did Ethiopia achieve membership status within the United Nations?,11/13/1945,date
878,At what specific date did Ethiopia enter the United Nations?,11/13/1945,date
879,When did Ethiopia become part of the United Nations?,11/13/1945,date
880,At what date did Ethiopia receive membership in the United Nations?,11/13/1945,date
881,When was Ethiopia accepted as a member of the United Nations?,11/13/1945,date
882,give me the date when Ethiopia became a member of the UN,11/13/1945,date
883,When did Ethiopia obtain its United Nations membership?,11/13/1945,date
884,what was the date when Ethiopia acquired membership in the United Nations?,11/13/1945,date
885,At what date did Fiji attain membership in the United Nations?,10/13/1970,date
886,When was Fiji admitted to the United Nations?,10/13/1970,date
887,At what date did Fiji gain entry into the United Nations?,10/13/1970,date
888,When did Fiji become a member state of the United Nations?,10/13/1970,date
889,give me Fiji’s date of admission (dd/mm/yyyy format) into the UN,10/13/1970,date
890,When was Fiji granted UN membership?,10/13/1970,date
891,At what date did Fiji secure its place in the United Nations?,10/13/1970,date
892,When did Fiji achieve membership status within the United Nations?,10/13/1970,date
893,At what specific date did Fiji enter the United Nations?,10/13/1970,date
894,When did Fiji become part of the United Nations?,10/13/1970,date
895,At what date did Fiji receive membership in the United Nations?,10/13/1970,date
896,When was Fiji accepted as a member of the United Nations?,10/13/1970,date
897,give me the date when Fiji became a member of the UN,10/13/1970,date
898,When did Fiji obtain its United Nations membership?,10/13/1970,date
899,what was the date when Fiji acquired membership in the United Nations?,10/13/1970,date
900,At what date did Finland attain membership in the United Nations?,12/14/1955,date
901,When was Finland admitted to the United Nations?,12/14/1955,date
902,At what date did Finland gain entry into the United Nations?,12/14/1955,date
903,When did Finland become a member state of the United Nations?,12/14/1955,date
904,give me Finland’s date of admission (dd/mm/yyyy format) into the UN,12/14/1955,date
905,When was Finland granted UN membership?,12/14/1955,date
906,At what date did Finland secure its place in the United Nations?,12/14/1955,date
907,When did Finland achieve membership status within the United Nations?,12/14/1955,date
908,At what specific date did Finland enter the United Nations?,12/14/1955,date
909,When did Finland become part of the United Nations?,12/14/1955,date
910,At what date did Finland receive membership in the United Nations?,12/14/1955,date
911,When was Finland accepted as a member of the United Nations?,12/14/1955,date
912,give me the date when Finland became a member of the UN,12/14/1955,date
913,When did Finland obtain its United Nations membership?,12/14/1955,date
914,what was the date when Finland acquired membership in the United Nations?,12/14/1955,date
915,At what date did France attain membership in the United Nations?,10/24/1945,date
916,When was France admitted to the United Nations?,10/24/1945,date
917,At what date did France gain entry into the United Nations?,10/24/1945,date
918,When did France become a member state of the United Nations?,10/24/1945,date
919,give me France’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
920,When was France granted UN membership?,10/24/1945,date
921,At what date did France secure its place in the United Nations?,10/24/1945,date
922,When did France achieve membership status within the United Nations?,10/24/1945,date
923,At what specific date did France enter the United Nations?,10/24/1945,date
924,When did France become part of the United Nations?,10/24/1945,date
925,At what date did France receive membership in the United Nations?,10/24/1945,date
926,When was France accepted as a member of the United Nations?,10/24/1945,date
927,give me the date when France became a member of the UN,10/24/1945,date
928,When did France obtain its United Nations membership?,10/24/1945,date
929,what was the date when France acquired membership in the United Nations?,10/24/1945,date
930,At what date did Gabon attain membership in the United Nations?,09/20/1960,date
931,When was Gabon admitted to the United Nations?,09/20/1960,date
932,At what date did Gabon gain entry into the United Nations?,09/20/1960,date
933,When did Gabon become a member state of the United Nations?,09/20/1960,date
934,give me Gabon’s date of admission (dd/mm/yyyy format) into the UN,09/20/1960,date
935,When was Gabon granted UN membership?,09/20/1960,date
936,At what date did Gabon secure its place in the United Nations?,09/20/1960,date
937,When did Gabon achieve membership status within the United Nations?,09/20/1960,date
938,At what specific date did Gabon enter the United Nations?,09/20/1960,date
939,When did Gabon become part of the United Nations?,09/20/1960,date
940,At what date did Gabon receive membership in the United Nations?,09/20/1960,date
941,When was Gabon accepted as a member of the United Nations?,09/20/1960,date
942,give me the date when Gabon became a member of the UN,09/20/1960,date
943,When did Gabon obtain its United Nations membership?,09/20/1960,date
944,what was the date when Gabon acquired membership in the United Nations?,09/20/1960,date
945,At what date did Gambia attain membership in the United Nations?,09/21/1965,date
946,When was Gambia admitted to the United Nations?,09/21/1965,date
947,At what date did Gambia gain entry into the United Nations?,09/21/1965,date
948,When did Gambia become a member state of the United Nations?,09/21/1965,date
949,give me Gambia’s date of admission (dd/mm/yyyy format) into the UN,09/21/1965,date
950,When was Gambia granted UN membership?,09/21/1965,date
951,At what date did Gambia secure its place in the United Nations?,09/21/1965,date
952,When did Gambia achieve membership status within the United Nations?,09/21/1965,date
953,At what specific date did Gambia enter the United Nations?,09/21/1965,date
954,When did Gambia become part of the United Nations?,09/21/1965,date
955,At what date did Gambia receive membership in the United Nations?,09/21/1965,date
956,When was Gambia accepted as a member of the United Nations?,09/21/1965,date
957,give me the date when Gambia became a member of the UN,09/21/1965,date
958,When did Gambia obtain its United Nations membership?,09/21/1965,date
959,what was the date when Gambia acquired membership in the United Nations?,09/21/1965,date
960,At what date did Georgia attain membership in the United Nations?,07/31/1992,date
961,When was Georgia admitted to the United Nations?,07/31/1992,date
962,At what date did Georgia gain entry into the United Nations?,07/31/1992,date
963,When did Georgia become a member state of the United Nations?,07/31/1992,date
964,give me Georgia’s date of admission (dd/mm/yyyy format) into the UN,07/31/1992,date
965,When was Georgia granted UN membership?,07/31/1992,date
966,At what date did Georgia secure its place in the United Nations?,07/31/1992,date
967,When did Georgia achieve membership status within the United Nations?,07/31/1992,date
968,At what specific date did Georgia enter the United Nations?,07/31/1992,date
969,When did Georgia become part of the United Nations?,07/31/1992,date
970,At what date did Georgia receive membership in the United Nations?,07/31/1992,date
971,When was Georgia accepted as a member of the United Nations?,07/31/1992,date
972,give me the date when Georgia became a member of the UN,07/31/1992,date
973,When did Georgia obtain its United Nations membership?,07/31/1992,date
974,what was the date when Georgia acquired membership in the United Nations?,07/31/1992,date
975,At what date did Germany attain membership in the United Nations?,09/18/1973,date
976,When was Germany admitted to the United Nations?,09/18/1973,date
977,At what date did Germany gain entry into the United Nations?,09/18/1973,date
978,When did Germany become a member state of the United Nations?,09/18/1973,date
979,give me Germany’s date of admission (dd/mm/yyyy format) into the UN,09/18/1973,date
980,When was Germany granted UN membership?,09/18/1973,date
981,At what date did Germany secure its place in the United Nations?,09/18/1973,date
982,When did Germany achieve membership status within the United Nations?,09/18/1973,date
983,At what specific date did Germany enter the United Nations?,09/18/1973,date
984,When did Germany become part of the United Nations?,09/18/1973,date
985,At what date did Germany receive membership in the United Nations?,09/18/1973,date
986,When was Germany accepted as a member of the United Nations?,09/18/1973,date
987,give me the date when Germany became a member of the UN,09/18/1973,date
988,When did Germany obtain its United Nations membership?,09/18/1973,date
989,what was the date when Germany acquired membership in the United Nations?,09/18/1973,date
990,At what date did Ghana attain membership in the United Nations?,03/08/1957,date
991,When was Ghana admitted to the United Nations?,03/08/1957,date
992,At what date did Ghana gain entry into the United Nations?,03/08/1957,date
993,When did Ghana become a member state of the United Nations?,03/08/1957,date
994,give me Ghana’s date of admission (dd/mm/yyyy format) into the UN,03/08/1957,date
995,When was Ghana granted UN membership?,03/08/1957,date
996,At what date did Ghana secure its place in the United Nations?,03/08/1957,date
997,When did Ghana achieve membership status within the United Nations?,03/08/1957,date
998,At what specific date did Ghana enter the United Nations?,03/08/1957,date
999,When did Ghana become part of the United Nations?,03/08/1957,date
1000,At what date did Ghana receive membership in the United Nations?,03/08/1957,date
1001,When was Ghana accepted as a member of the United Nations?,03/08/1957,date
1002,give me the date when Ghana became a member of the UN,03/08/1957,date
1003,When did Ghana obtain its United Nations membership?,03/08/1957,date
1004,what was the date when Ghana acquired membership in the United Nations?,03/08/1957,date
2010,At what date did Peru attain membership in the United Nations?,10/31/1945,date
2011,When was Peru admitted to the United Nations?,10/31/1945,date
2012,At what date did Peru gain entry into the United Nations?,10/31/1945,date
2013,When did Peru become a member state of the United Nations?,10/31/1945,date
2014,give me Peru’s date of admission (dd/mm/yyyy format) into the UN,10/31/1945,date
2015,When was Peru granted UN membership?,10/31/1945,date
2016,At what date did Peru secure its place in the United Nations?,10/31/1945,date
2017,When did Peru achieve membership status within the United Nations?,10/31/1945,date
2018,At what specific date did Peru enter the United Nations?,10/31/1945,date
2019,When did Peru become part of the United Nations?,10/31/1945,date
2020,At what date did Peru receive membership in the United Nations?,10/31/1945,date
2021,When was Peru accepted as a member of the United Nations?,10/31/1945,date
2022,give me the date when Peru became a member of the UN,10/31/1945,date
2023,When did Peru obtain its United Nations membership?,10/31/1945,date
2024,what was the date when Peru acquired membership in the United Nations?,10/31/1945,date
2025,At what date did Philippines attain membership in the United Nations?,10/24/1945,date
2026,When was Philippines admitted to the United Nations?,10/24/1945,date
2027,At what date did Philippines gain entry into the United Nations?,10/24/1945,date
2028,When did Philippines become a member state of the United Nations?,10/24/1945,date
2029,give me Philippines’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2030,When was Philippines granted UN membership?,10/24/1945,date
2031,At what date did Philippines secure its place in the United Nations?,10/24/1945,date
2032,When did Philippines achieve membership status within the United Nations?,10/24/1945,date
2033,At what specific date did Philippines enter the United Nations?,10/24/1945,date
2034,When did Philippines become part of the United Nations?,10/24/1945,date
2035,At what date did Philippines receive membership in the United Nations?,10/24/1945,date
2036,When was Philippines accepted as a member of the United Nations?,10/24/1945,date
2037,give me the date when Philippines became a member of the UN,10/24/1945,date
2038,When did Philippines obtain its United Nations membership?,10/24/1945,date
2039,what was the date when Philippines acquired membership in the United Nations?,10/24/1945,date
2040,At what date did Poland attain membership in the United Nations?,10/24/1945,date
2041,When was Poland admitted to the United Nations?,10/24/1945,date
2042,At what date did Poland gain entry into the United Nations?,10/24/1945,date
2043,When did Poland become a member state of the United Nations?,10/24/1945,date
2044,give me Poland’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2045,When was Poland granted UN membership?,10/24/1945,date
2046,At what date did Poland secure its place in the United Nations?,10/24/1945,date
2047,When did Poland achieve membership status within the United Nations?,10/24/1945,date
2048,At what specific date did Poland enter the United Nations?,10/24/1945,date
2049,When did Poland become part of the United Nations?,10/24/1945,date
2050,At what date did Poland receive membership in the United Nations?,10/24/1945,date
2051,When was Poland accepted as a member of the United Nations?,10/24/1945,date
2052,give me the date when Poland became a member of the UN,10/24/1945,date
2053,When did Poland obtain its United Nations membership?,10/24/1945,date
2054,what was the date when Poland acquired membership in the United Nations?,10/24/1945,date
2055,At what date did Portugal attain membership in the United Nations?,12/14/1955,date
2056,When was Portugal admitted to the United Nations?,12/14/1955,date
2057,At what date did Portugal gain entry into the United Nations?,12/14/1955,date
2058,When did Portugal become a member state of the United Nations?,12/14/1955,date
2059,give me Portugal’s date of admission (dd/mm/yyyy format) into the UN,12/14/1955,date
2060,When was Portugal granted UN membership?,12/14/1955,date
2061,At what date did Portugal secure its place in the United Nations?,12/14/1955,date
2062,When did Portugal achieve membership status within the United Nations?,12/14/1955,date
2063,At what specific date did Portugal enter the United Nations?,12/14/1955,date
2064,When did Portugal become part of the United Nations?,12/14/1955,date
2065,At what date did Portugal receive membership in the United Nations?,12/14/1955,date
2066,When was Portugal accepted as a member of the United Nations?,12/14/1955,date
2067,give me the date when Portugal became a member of the UN,12/14/1955,date
2068,When did Portugal obtain its United Nations membership?,12/14/1955,date
2069,what was the date when Portugal acquired membership in the United Nations?,12/14/1955,date
2070,At what date did Qatar attain membership in the United Nations?,09/21/1971,date
2071,When was Qatar admitted to the United Nations?,09/21/1971,date
2072,At what date did Qatar gain entry into the United Nations?,09/21/1971,date
2073,When did Qatar become a member state of the United Nations?,09/21/1971,date
2074,give me Qatar’s date of admission (dd/mm/yyyy format) into the UN,09/21/1971,date
2075,When was Qatar granted UN membership?,09/21/1971,date
2076,At what date did Qatar secure its place in the United Nations?,09/21/1971,date
2077,When did Qatar achieve membership status within the United Nations?,09/21/1971,date
2078,At what specific date did Qatar enter the United Nations?,09/21/1971,date
2079,When did Qatar become part of the United Nations?,09/21/1971,date
2080,At what date did Qatar receive membership in the United Nations?,09/21/1971,date
2081,When was Qatar accepted as a member of the United Nations?,09/21/1971,date
2082,give me the date when Qatar became a member of the UN,09/21/1971,date
2083,When did Qatar obtain its United Nations membership?,09/21/1971,date
2084,what was the date when Qatar acquired membership in the United Nations?,09/21/1971,date
2085,At what date did Republic of Korea attain membership in the United Nations?,09/17/1991,date
2086,When was Republic of Korea admitted to the United Nations?,09/17/1991,date
2087,At what date did Republic of Korea gain entry into the United Nations?,09/17/1991,date
2088,When did Republic of Korea become a member state of the United Nations?,09/17/1991,date
2089,give me Republic of Korea’s date of admission (dd/mm/yyyy format) into the UN,09/17/1991,date
2090,When was Republic of Korea granted UN membership?,09/17/1991,date
2091,At what date did Republic of Korea secure its place in the United Nations?,09/17/1991,date
2092,When did Republic of Korea achieve membership status within the United Nations?,09/17/1991,date
2093,At what specific date did Republic of Korea enter the United Nations?,09/17/1991,date
2094,When did Republic of Korea become part of the United Nations?,09/17/1991,date
2095,At what date did Republic of Korea receive membership in the United Nations?,09/17/1991,date
2096,When was Republic of Korea accepted as a member of the United Nations?,09/17/1991,date
2097,give me the date when Republic of Korea became a member of the UN,09/17/1991,date
2098,When did Republic of Korea obtain its United Nations membership?,09/17/1991,date
2099,what was the date when Republic of Korea acquired membership in the United Nations?,09/17/1991,date
2100,At what date did Republic of Moldova attain membership in the United Nations?,03/02/1992,date
2101,When was Republic of Moldova admitted to the United Nations?,03/02/1992,date
2102,At what date did Republic of Moldova gain entry into the United Nations?,03/02/1992,date
2103,When did Republic of Moldova become a member state of the United Nations?,03/02/1992,date
2104,give me Republic of Moldova’s date of admission (dd/mm/yyyy format) into the UN,03/02/1992,date
2105,When was Republic of Moldova granted UN membership?,03/02/1992,date
2106,At what date did Republic of Moldova secure its place in the United Nations?,03/02/1992,date
2107,When did Republic of Moldova achieve membership status within the United Nations?,03/02/1992,date
2108,At what specific date did Republic of Moldova enter the United Nations?,03/02/1992,date
2109,When did Republic of Moldova become part of the United Nations?,03/02/1992,date
2110,At what date did Republic of Moldova receive membership in the United Nations?,03/02/1992,date
2111,When was Republic of Moldova accepted as a member of the United Nations?,03/02/1992,date
2112,give me the date when Republic of Moldova became a member of the UN,03/02/1992,date
2113,When did Republic of Moldova obtain its United Nations membership?,03/02/1992,date
2114,what was the date when Republic of Moldova acquired membership in the United Nations?,03/02/1992,date
2115,At what date did Romania attain membership in the United Nations?,12/14/1955,date
2116,When was Romania admitted to the United Nations?,12/14/1955,date
2117,At what date did Romania gain entry into the United Nations?,12/14/1955,date
2118,When did Romania become a member state of the United Nations?,12/14/1955,date
2119,give me Romania’s date of admission (dd/mm/yyyy format) into the UN,12/14/1955,date
2120,When was Romania granted UN membership?,12/14/1955,date
2121,At what date did Romania secure its place in the United Nations?,12/14/1955,date
2122,When did Romania achieve membership status within the United Nations?,12/14/1955,date
2123,At what specific date did Romania enter the United Nations?,12/14/1955,date
2124,When did Romania become part of the United Nations?,12/14/1955,date
2125,At what date did Romania receive membership in the United Nations?,12/14/1955,date
2126,When was Romania accepted as a member of the United Nations?,12/14/1955,date
2127,give me the date when Romania became a member of the UN,12/14/1955,date
2128,When did Romania obtain its United Nations membership?,12/14/1955,date
2129,what was the date when Romania acquired membership in the United Nations?,12/14/1955,date
2130,At what date did Russian Federation attain membership in the United Nations?,10/24/1945,date
2131,When was Russian Federation admitted to the United Nations?,10/24/1945,date
2132,At what date did Russian Federation gain entry into the United Nations?,10/24/1945,date
2133,When did Russian Federation become a member state of the United Nations?,10/24/1945,date
2134,give me Russian Federation’s date of admission (dd/mm/yyyy format) into the UN,10/24/1945,date
2135,When was Russian Federation granted UN membership?,10/24/1945,date
2136,At what date did Russian Federation secure its place in the United Nations?,10/24/1945,date
2137,When did Russian Federation achieve membership status within the United Nations?,10/24/1945,date
2138,At what specific date did Russian Federation enter the United Nations?,10/24/1945,date
2139,When did Russian Federation become part of the United Nations?,10/24/1945,date
2140,At what date did Russian Federation receive membership in the United Nations?,10/24/1945,date
2141,When was Russian Federation accepted as a member of the United Nations?,10/24/1945,date
2142,give me the date when Russian Federation became a member of the UN,10/24/1945,date
2143,When did Russian Federation obtain its United Nations membership?,10/24/1945,date
2144,what was the date when Russian Federation acquired membership in the United Nations?,10/24/1945,date
2145,At what date did Rwanda attain membership in the United Nations?,09/18/1962,date
