questions,answer,type
a leak in the bottom of a tank can empty the full tank in 6 hours . an inlet pipe fills water at the rate of 3.5 liters per minute . when the tank is full in inlet is opened and due to the leak the tank is empties in 8 hours . the capacity of the tank is ?(Give me the numeric answer only),5040,numeric
"a car averages 35 miles per hour for the first 4 hours of a trip and averages 53 miles per hour for each additional hour of travel time . if the average speed for the entire trip is 50 miles per hour , how many hours long is the trip ?(Give me the numeric answer only)",24,numeric
"8 men , working 9 hours a day can complete a work in 24 days . how many hours a day must 12 men work to complete the same work in 16 days ?(Give me the numeric answer only)",9,numeric
what percent of 13 is 13 percent of 1 ?(Give me the numeric answer only),1,numeric
the volume of a cube is 1000 cc . find its surface .(Give me the numeric answer only),600,numeric
"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 36 white marbles . how many red marbles could be in bag a ?(Give me the numeric answer only)",8,numeric
there were two candidates in an election . winner candidate received 55 % of votes and won the election by 100 votes . find the number of votes casted to the winning candidate ?(Give me the numeric answer only),550,numeric
"a leak in the bottom of a tank can empty the full tank in 4 hours . an inlet pipe fills water at the rate of 6 litres a minute . when the tank is full , the inlet is opened and due to the leak , the tank is empty in 12 hours . how many litres does the cistern hold ?(Give me the numeric answer only)",2160,numeric
the number of boxes in a warehouse can be divided evenly into 12 equal shipments by boat or 32 equal shipments by truck . what is the smallest number of boxes that could be in the warehouse ?(Give me the numeric answer only),96,numeric
"the average age of applicants for a new job is 31 , with a standard deviation of 5 . the hiring manager is only willing to accept applications whose age is within one standard deviation of the average age . what is the maximum number of different ages of the applicants ?(Give me the numeric answer only)",11,numeric
"a sum was put at simple interest at certain rate for 3 years . had it been put at 1 % higher rate it would have fetched rs . 78 more . the sum is : a . rs . 2,400 b . rs . 2,100 c . rs . 2,200 d . rs . 2,480(Give me the numeric answer only)",2600,numeric
"what is the dividend . divisor 16 , the quotient is 6 and the remainder is 2(Give me the numeric answer only)",88,numeric
"in a college the ratio of the numbers of boys to the girls is 5 : 7 . if there are 140 girls , the total number of students in the college is ?(Give me the numeric answer only)",240,numeric
62467 × 9998 = ?(Give me the numeric answer only),624545066,numeric
30 buckets of water fill a tank when the capacity of each bucket is 13.5 litres . how many buckets will be required to fill the same tank if the capacity of each bucket is 9 litres ?(Give me the numeric answer only),45,numeric
"how many pairs ( r , r + 1 ) have one or more prime factors common , where r is an integer and 2 ≤ r ≤ 9 ?(Give me the numeric answer only)",0,numeric
"a furniture manufacturer has two machines , but only one can be used at a time . machine q is utilized during the first shift and machine b during the second shift , while both work half of the third shift . if machine q can do the job in 12 days working two shifts and machine b can do the job in 15 days working two shifts , how many days will it take to do the job with the current work schedule ?(Give me the numeric answer only)",9,numeric
"a teacher grades students ’ tests by subtracting twice the number of incorrect responses from the number of correct responses . if student a answers each of the 100 questions on her test and receives a score of 79 , how many questions did student a answer correctly ?(Give me the numeric answer only)",93,numeric
"the edges of three metal cubes are 2 cm , 3 cm , and 4 cm respectively . a new cube is made by melting these three cubes together . what is the edge of the new cube ( in centimeters ) ?(Give me the numeric answer only)",4.6,numeric
rahim bought 50 books for rs . 1000 from one shop and 40 books for rs . 800 from another . what is the average price he paid per book ?(Give me the numeric answer only),20,numeric
in a hostel there were 100 students . to accommodate 40 more students the average is decreased by rupees 10 . but total expenditure decreased by rs . 400 . find the total expenditure of the hostel now ?(Give me the numeric answer only),2100,numeric
"the radius of a cone is 8 m , height 6 m . find the slant height ?(Give me the numeric answer only)",10,numeric
what is the number of integers from 1 to 1000 ( inclusive ) that are divisible by neither 10 nor by 35 ?(Give me the numeric answer only),910,numeric
"the average age of applicants for a new job is 31 , with a standard deviation of 9 . the hiring manager is only willing to accept applications whose age is within one standard deviation of the average age . what is the maximum number of different ages of the applicants ?(Give me the numeric answer only)",19,numeric
"a man walks at a rate of 10 mph . after every ten miles , he rests for 8 minutes . how much time does he take to walk 50 miles ?(Give me the numeric answer only)",332,numeric
what is the leastvalue of x . so that 45 x 09 is divisible by 3 ?(Give me the numeric answer only),0,numeric
the simple interest on rs . 26 for 6 months at the rate of 7 paise per rupeeper month is(Give me the numeric answer only),10.92,numeric
"an engineer undertakes a project to build a road 10 km long in 150 days and employs 30 men for the purpose . after 50 days , he finds only 2 km of the road has been completed . find the ( approximate ) number of extra men he must employ to finish the work in time .(Give me the numeric answer only)",30,numeric
"a train travels at the rate of 10 miles / hr for the first hour of a trip , at 20 miles / hr for the second hour , at 30 miles / hr for the third hour and so on . how many hours will it take the train to complete a 280 - mile journey ? assume that the train makes no intermediate stops .(Give me the numeric answer only)",7,numeric
what is the difference between the place values of two 1 ' s in the numeral 135.21(Give me the numeric answer only),99.99,numeric
"find the smallest number of five digits exactly divisible by 16 , 24,36 and 54 .(Give me the numeric answer only)",10368,numeric
"if a and b are the roots of the equation x 2 - 7 x + 7 = 0 , then the value of a 2 + b 2 is :(Give me the numeric answer only)",35,numeric
"each machine of type a has 4 steel parts and 2 chrome parts . each machine of type b has 2 steel parts and 1 chrome parts . if a certain group of type a and type b machines has a total of 30 steel parts and 33 chrome parts , how many machines are in the group(Give me the numeric answer only)",16,numeric
there are 750 male and female participants in a meeting . half the female participants and one - quarter of the male participants are democrats . one - third of all the participants are democrats . how many of the democrats are female ?(Give me the numeric answer only),125,numeric
"if m = 3 ^ n , what is the greatest value of n for which m is a factor of 16 !(Give me the numeric answer only)",6,numeric
"if 25 % of x is 5 less than 10 % of 500 , then x is ?(Give me the numeric answer only)",180,numeric
what is the least possible value of expression e = ( x - 1 ) ( x - 3 ) ( x - 4 ) ( x - 6 ) + 10 for real values of x ?(Give me the numeric answer only),1,numeric
"how many integers from 101 to 600 , inclusive , remains the value unchanged when the digits were reversed ?(Give me the numeric answer only)",50,numeric
"the average ( arithmetic mean ) of the 5 positive integers k , m , r , s , and t is 16 , and k < m < r < s < t . if t is 30 , what is the greatest possible value of the median of the 5 integers ?(Give me the numeric answer only)",28,numeric
"x , a , z , and b are single digit positive integers . x = 1 / 6 a . z = 1 / 6 b . ( 10 a + b ) – ( 10 x + z ) could not equal(Give me the numeric answer only)",43,numeric
"rs . 200 amounts to rs . 800 in 8 years at simple interest . if the interest is increased by 5 % , it would amount to how much ?(Give me the numeric answer only)",280,numeric
the product of three consecutive numbers is 336 . then the sum of the smallest two numbers is ?(Give me the numeric answer only),13,numeric
"a , b , c are positive numbers such that they are in increasing geometric progression then how many such numbers are there in ( loga + logb + logc ) / 6 = log 6(Give me the numeric answer only)",4,numeric
"calculate the l . c . m of 2 / 5 , 4 / 7 , 3 / 7 , 6 / 13 is :(Give me the numeric answer only)",12,numeric
the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 18 of the area of the field . what is the length of the field ?(Give me the numeric answer only),48,numeric
"if jake loses 8 pounds , he will weigh twice as much as his sister . together they now weigh 290 pounds . what is jake ’ s present weight , in pounds ?(Give me the numeric answer only)",196,numeric
"how many integers from 0 to 59 , inclusive , have a remainder of 1 when divided by 3 ?(Give me the numeric answer only)",20,numeric
"on a trip covering 850 km , a bicyclist travels the first 400 km at 20 km per hour and the remainder of the distance at 15 km per hour . what is the average speed , in km per hour , for the entire trip ?(Give me the numeric answer only)",17.0,numeric
"the greatest number which on dividing 1642 and 1856 leaves remainders 6 and 4 respectively , is :(Give me the numeric answer only)",4,numeric
"marcella has 27 pairs of shoes . if she loses 9 individual shoes , what is the greatest number of matching pairs she could have left ?(Give me the numeric answer only)",22,numeric
"how many 3 - digit numbers can be formed from the digits 2 , 3 , 5 , 6 , 7 and 9 , which are divisible by 5 and none of the digits is repeated ?(Give me the numeric answer only)",20,numeric
three numbers are in the ratio of 2 : 3 : 4 and their l . c . m . is 288 . what is their h . c . f . ?(Give me the numeric answer only),24,numeric
"the average age of applicants for a new job is 20 , with a standard deviation of 8 . the hiring manager is only willing to accept applicants whose age is within one standard deviation of the average age . assuming that all applicants ' ages are integers and that the endpoints of the range are included , what is the maximum number of different ages of the applicants ?(Give me the numeric answer only)",17,numeric
"p , q and r have $ 7000 among themselves . r has two - thirds of the total amount with p and q . find the amount with r ?(Give me the numeric answer only)",2800,numeric
"in the xy - plane the point ( - 2 - 3 ) is the centre of a circle , the point ( - 2 , 2 ) lies inside the circle and the point ( 4 , - 3 ) lies outside the circle . if the radius r of the circle r is an integer then r =(Give me the numeric answer only)",5.5,numeric
"working alone , sawyer finishes cleaning half the house in a third of the time it takes nick to clean the entire house alone . sawyer alone cleans the entire house in 6 hours . how many hours will it take nick and sawyer to clean the entire house if they work together ?(Give me the numeric answer only)",3.6,numeric
"if x is 30 percent greater than 88 , then x =(Give me the numeric answer only)",114.4,numeric
find value for x from below equation ? x + 1 = 5(Give me the numeric answer only),4,numeric
"what least number should be added to 1015 , so that the sum is completely divisible by 25 ?(Give me the numeric answer only)",10,numeric
the sum of even numbers between 1 and 31 is :(Give me the numeric answer only),240,numeric
"a whale goes on a feeding frenzy that lasts for 9 hours . for the first hour he catches and eats x kilos of plankton . in every hour after the first , it consumes 3 kilos of plankton more than it consumed in the previous hour . if by the end of the frenzy the whale will have consumed a whopping accumulated total 450 kilos of plankton , how many kilos did he consume on the sixth hour ?(Give me the numeric answer only)",53,numeric
"income and expenditure of a person are in the ratio 5 : 4 . if the income of the person is rs . 17000 , then find his savings ?(Give me the numeric answer only)",3400,numeric
a store reduced the price of all items in the store by 8 % on the first day and by another 10 % on the second day . the price of items on the second day was what percent of the price before the first reduction took place ?(Give me the numeric answer only),82.8,numeric
"out of 470 students of a school , 325 play football , 175 play cricket and 50 neither play football nor cricket . how many students play both football and cricket ?(Give me the numeric answer only)",80,numeric
"in a class of 60 students 41 are taking french , 22 are taking german . of the students taking french or german , 9 are taking both courses . how many students are not enrolled in either course ?(Give me the numeric answer only)",6,numeric
"tom and linda stand at point a . linda begins to walk in a straight line away from tom at a constant rate of 4 miles per hour . one hour later , tom begins to jog in a straight line in the exact opposite direction at a constant rate of 9 miles per hour . if both tom and linda travel indefinitely , what is the positive difference , in minutes , between the amount of time it takes tom to cover half of the distance that linda has covered and the amount of time it takes tom to cover twice the distance that linda has covered ?(Give me the numeric answer only)",216,numeric
"of the five - digit positive integers that have no digits equal to zero , how many have two digits that are equal to each other and the remaining digit different from the other two ?(Give me the numeric answer only)",181440,numeric
"excluding stoppages , the speed of a train is 50 kmph and including stoppages it is 30 kmph . of how many minutes does the train stop per hour ?(Give me the numeric answer only)",24,numeric
find the constant k so that : - x 2 - ( k + 9 ) x - 8 = - ( x - 2 ) ( x - 4 )(Give me the numeric answer only),15,numeric
a 230 m long train running at the speed of 120 km / hr crosses another train running in opposite direction at the speed of 80 km / hr in 9 sec . what is the length of the other train ?(Give me the numeric answer only),270,numeric
"two numbers are in the ratio of 1 : 2 . if 10 be added to both , their ratio changes to 3 : 5 . the greater number is(Give me the numeric answer only)",40,numeric
"the length of the bridge , which a train 100 metres long and travelling at 45 km / hr can cross in 30 seconds , is :(Give me the numeric answer only)",275,numeric
a train running at the speed of 90 km / hr crosses a pole in 9 sec . what is the length of the train ?(Give me the numeric answer only),225,numeric
solve for x and check : 6 x = 54(Give me the numeric answer only),9,numeric
"jackie has two solutions that are 2 percent sulfuric acid and 12 percent sulfuric acid by volume , respectively . if these solutions are mixed in appropriate quantities to produce 60 liters of a solution that is 5 percent sulfuric acid , approximately how many liters of the 12 percent solution will be required ?(Give me the numeric answer only)",18,numeric
"excluding stoppages , the speed of a train is 45 kmph and including stoppages it is 36 kmph . of how many minutes does the train stop per hour ?(Give me the numeric answer only)",12,numeric
one - fourth of a number is greater than one - fifth of the number succeeding it by 1 . find the number .(Give me the numeric answer only),24,numeric
"working at their respective constant rates , machine a makes 100 copies in 20 minutes and machine b makes 150 copies in 10 minutes . if these machines work simultaneously at their respective rates for 30 minutes , what is the total number of copies that they will produce ?(Give me the numeric answer only)",600,numeric
"cole drove from home to work at an average speed of 75 kmh . he then returned home at an average speed of 105 kmh . if the round trip took a total of 6 hours , how many minutes did it take cole to drive to work ?(Give me the numeric answer only)",210,numeric
"the average of temperatures at noontime from monday to friday is 30 ; the lowest one is 20 , what is the possible maximum range of the temperatures ?(Give me the numeric answer only)",10,numeric
"find the c . i . on a sum of rs . 10000 for 6 months at 20 % per annum , interest being compounded halfyearly ?(Give me the numeric answer only)",1000,numeric
"if the population of a certain country increases at the rate of one person every 15 seconds , by how many persons does the population increase in 40 minutes ?(Give me the numeric answer only)",160,numeric
the average of 10 result is 42 . average of the first 7 of them is 30 and that of the last 7 is 80 . find the 8 th result ?(Give me the numeric answer only),70,numeric
"if ( c - a ) / ( c - b ) = 1 , then ( 5 b - 4 a ) / ( c - a ) =(Give me the numeric answer only)",0.5,numeric
"in an examination , a student scores 3 marks for every correct answer and loses 2 marks for every wrong answer . if he attempts all 100 questions and secures 300 marks , the number of questions he attempts correctly , is :(Give me the numeric answer only)",100,numeric
"points a , b , c , and d , in that order , lie on a line . if ab = 3 cm , ac = 4 cm , and bd = 9 cm , what is cd , in centimeters ?(Give me the numeric answer only)",8,numeric
find the value of m 32519 x 9999 = m ?(Give me the numeric answer only),325157481,numeric
"sheila works 8 hours per day on monday , wednesday and friday , and 6 hours per day on tuesday and thursday . she does not work on saturday and sunday . she earns $ 252 per week . how much does she earn in dollars per hour ?(Give me the numeric answer only)",7,numeric
how many multiples of 5 are there between 5 to 105 ?(Give me the numeric answer only),19,numeric
"by selling an article at rs . 800 , a shopkeeper makes a profit of 25 % . at what price should he sell the article so as to make a loss of 20 % ?(Give me the numeric answer only)",512,numeric
"the length of a rectangular plot is 20 metres more than its breadth . if the cost of fencing the plot @ rs . 26.50 per metre is rs . 9540 , what is the length of the plot in metres ?(Give me the numeric answer only)",100,numeric
what is the greatest of 3 consecutive integers whose sum is 36 ?(Give me the numeric answer only),13,numeric
"each of the 43 points is placed either inside or on the surface of a perfect sphere . if 16 % or fewer of the points touch the surface , what is the maximum number of segments which , if connected from those points to form chords , could be the diameter of the sphere ?(Give me the numeric answer only)",3,numeric
"xavier starts from p towards q at a speed of 60 kmph and after every 12 mins increases his speed by 10 kmph . if the distance between p and q is 60 km , then how much time does he take to cover the distance ?(Give me the numeric answer only)",48,numeric
"a & b started a partnership business . a ' s investment was thrice the investment of b and the period of his investment was two times the period of investments of b . if b received rs 6000 as profit , what is their total profit ?(Give me the numeric answer only)",42000,numeric
the average of 5 quantities is 11 . the average of 3 of them is 4 . what is the average of remaining 2 numbers ?(Give me the numeric answer only),21.5,numeric
"10 % of a number is added to 45 , the result is the same number . find the number ?(Give me the numeric answer only)",50,numeric
"if 4 x + y + z = 80 , 2 x - y - z = 4003 x + y - z = 20 for integers of x , y and z , find x = ?(Give me the numeric answer only)",20,numeric
find the average of first 10 multiples of 7(Give me the numeric answer only),38.5,numeric
"two numbers are in the ratio 3 : 5 . if 9 be subtracted from each , they are in the ratio of 9 : 17 . the first number ?(Give me the numeric answer only)",36,numeric
"a particular library has 150 books in a special collection , all of which were in the library at the beginning of the month . these book are occasionally loaned out through an inter - library program . if , by the end of the month , 65 percent of books that were loaned out are returned and there are 122 books in the special collection at that time , how many books of the special collection were loaned out during that month ?(Give me the numeric answer only)",80,numeric
a batsman in his 12 th innings makes a score of 48 and thereby increases his average by 2 runs . what is his average after the 12 th innings if he had never been ‘ not out ’ ?(Give me the numeric answer only),26,numeric
the average of 1 st 3 of 4 numbers is 7 and of the last 3 are 5 . if the sum of the first and the last number is 13 . what is the last numbers ?(Give me the numeric answer only),3.5,numeric
the size of a flat - screen television is given as the length of the screen ’ s diagonal . how many square inches greater is the screen of a square 24 - inch flat - screen television than a square 17 - inch flat - screen television ?(Give me the numeric answer only),143.5,numeric
"line q has the equation 5 y – 3 x = 75 . if line s is perpendicular to q , has an integer for its y - intercept , and intersects q in the second quadrant , then how many possible line s ’ s exist ? ( note : intersections on one of the axes do not count . )(Give me the numeric answer only)",56,numeric
"in a recent election , geoff received 0.5 percent of the 6000 votes cast . to win the election , a candidate needed to receive more than x % of the vote . if geoff needed exactly 3000 more votes to win the election , what is the value of x ?(Give me the numeric answer only)",50.5,numeric
the sum of two consecutive number is 115 . which is the larger number ?(Give me the numeric answer only),58,numeric
the ratio of ducks and frogs in a pond is 31 : 39 respectively . the average number of ducks and frogs in the pond is 152 . what is the number of frogs in the pond ?(Give me the numeric answer only),169,numeric
x is a positive number which when increased by 17 is equal to 60 times the reciprocal of the number . find value of x ?(Give me the numeric answer only),3,numeric
the lcm of two numbers is 2310 and hcf is 47 . if one of the numbers is 210 . then what is the other number ?(Give me the numeric answer only),517,numeric
a retailer purchases shirts from a wholesaler and then sells the shirts in her store at a retail price that is 70 percent greater than the wholesale price . if the retailer decreases the retail price by 30 percent this will have the same effect as increasing the wholesale price by what percent ?(Give me the numeric answer only),19,numeric
machine p and machine q are each used to manufacture 220 sprockets . it takes machine p 10 hours longer to produce 220 sprockets than machine q . machine q produces 10 % more sprockets per hour than machine a . how many sprockets per hour does machine a produce ?(Give me the numeric answer only),2,numeric
"the average mark of the students of a class in a particular exam is 65 . if 5 students whose average mark in that exam is 20 are excluded , the average mark of the remaining will be 90 . find the number of students who wrote the exam .(Give me the numeric answer only)",14,numeric
there are 24 students in a class . in how many different ways can a committee of 3 students be formed ?(Give me the numeric answer only),2024,numeric
"fred and sam are standing 35 miles apart and they start walking in a straight line toward each other at the same time . if fred walks at a constant speed of 2 miles per hour and sam walks at a constant speed of 5 miles per hour , how many miles has sam walked when they meet ?(Give me the numeric answer only)",25,numeric
"in a certain alphabet , 10 letters contain a dot and a straight line . 24 letters contain a straight line but do not contain a dot . if that alphabet has 40 letters , all of which contain either a dot or a straight line or both , how many letters contain a dot but do not contain a straight line ?(Give me the numeric answer only)",6,numeric
"the smallest number when increased by ` ` 2 ` ` is exactly divisible by 12 , 30 , 48 , 74 and 100 is :(Give me the numeric answer only)",44398,numeric
"how many integers between 1 and 1400 are divisible by 25 , and 35 ?(Give me the numeric answer only)",8,numeric
"a retailer bought a machine at a wholesale price of $ 90 and later on sold it after a 10 % discount of the retail price . if the retailer made a profit equivalent to 20 % of the whole price , what is the retail price t of the machine ?(Give me the numeric answer only)",120,numeric
"in a certain company , a third of the workers do not have a retirement plan . 20 % of the workers who do not have a retirement plan are women , and 40 % of the workers who do have a retirement plan are men . if 128 of the workers of that company are men , how many of the workers are women ?(Give me the numeric answer only)",112,numeric
"calculate the number of urns of water needed to fill a tank of dimensions of 10 x 10 x 5 m to 90 % full , if the volume of the urn is 0.8 m 3 and can only be filled to 80 % .(Give me the numeric answer only)",703.1,numeric
a batsman makes a score of 92 runs in the 17 th inning and thus increases his average by 3 . find his average after 17 th inning .(Give me the numeric answer only),44,numeric
"in a division sum , the quotient is 65 , the divisor 24 and the remainder 5 , find the dividend ?(Give me the numeric answer only)",1565,numeric
"the length of a rectangular field is 7 / 5 its width . if the perimeter of the field is 240 meters , what is the width of the field ?(Give me the numeric answer only)",50,numeric
"the sum of the present ages of two persons a and b is 60 . if the age of a is twice that of b , find the sum of their ages 10 years hence ?(Give me the numeric answer only)",80,numeric
"at a certain committee meeting only associate professors and assistant professors are present . each associate professor has brought 2 pencils and 1 chart to the meeting , while each assistant professor has brought 1 pencil and 2 charts . if a total of 10 pencils and 8 charts have been brought to the meeting , how many people are present ?(Give me the numeric answer only)",6,numeric
"in a market , a dozen eggs cost as much as a pound of rice , and a half - liter of kerosene costs as much as 8 eggs . if the cost of each pound of rice is $ 0.33 , then how many w cents does a liter of kerosene cost ? [ one dollar has 100 cents . ](Give me the numeric answer only)",44,numeric
"what is the average ( arithmetic mean ) of 10 , 20,30 , 40,50 , 60,70 , 80,90 ?(Give me the numeric answer only)",50,numeric
"if the average of 6 x and 8 y is greater than 100 , and x is twice y , what is the least integer value of x ?(Give me the numeric answer only)",20,numeric
a small company reduced its faculty by approximately 13 percent to 195 employees . what was the original number of employees ?(Give me the numeric answer only),224,numeric
"population is 22000 . population increases by 10 % every year , then the population after 3 years is ?(Give me the numeric answer only)",29282,numeric
( 26.3 * 12 * 20 ) / 3 + 125 = ?(Give me the numeric answer only),2229,numeric
"rectangular tile each of size 45 cm by 50 cm must be laid horizontally on a rectangular floor of size 250 cm by 180 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :(Give me the numeric answer only)",20,numeric
the difference between a two - digit number and the number obtained by interchanging the positions of its digits is 72 . what is the difference between the two digits of that number ?(Give me the numeric answer only),8,numeric
6 women can do 75 unit of work in 8 days by working 5 hr / day in how many days 4 women do 30 units of work by working 8 hr / day(Give me the numeric answer only),3,numeric
50 % of a number is more than 20 % of 650 by 190 . find the number ?(Give me the numeric answer only),640,numeric
what is the units digit of the expression 14 ^ 7 − 16 ^ 4 ?(Give me the numeric answer only),8,numeric
"if | 5 x - 5 | = 150 , what is the sum of all the possible values of x ?(Give me the numeric answer only)",2,numeric
"x is the product of each integer from 1 to 100 , inclusive and y = 100 ^ k , where k is an integer . what is the greatest value of k for which y is a factor of x ?(Give me the numeric answer only)",12,numeric
"a train can travel 50 % faster than a car . both start from point a at the same time and reach point b at 75 kms away from a at the same time . on the way , however , the train lost about 12.5 minutes while stopping at the stations . the speed of the car is ?(Give me the numeric answer only)",120,numeric
"a grocer has a sale of rs . 2435 , rs . 2920 , rs . 2855 , rs . 3230 and rs . 2560 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 2500 ?(Give me the numeric answer only)",1000,numeric
evaluate 28 % of 550 + 45 % of 280(Give me the numeric answer only),280,numeric
what sum of money put at c . i amounts in 2 years to rs . 8840 and in 3 years to rs . 9261 ?(Give me the numeric answer only),8054,numeric
if square - root of 15 is 3.87 . then find the value of square - root of ( 5 / 3 )(Give me the numeric answer only),1.29,numeric
"a salesman sold twice as much pears in the afternoon than in the morning . if he sold $ 480 kilograms of pears that day , how many kilograms did he sell in the afternoon ?(Give me the numeric answer only)",320,numeric
0.004 × 0.5 = ?(Give me the numeric answer only),0.002,numeric
"on rainy mornings , mo drinks exactly n cups of hot chocolate ( assume that n is an integer ) . on mornings that are not rainy , mo drinks exactly 3 cups of tea . last week mo drank a total of 20 cups of tea and hot chocolate together . if during that week mo drank 10 more tea cups than hot chocolate cups , then how many rainy days were there last week ?(Give me the numeric answer only)",2,numeric
"a grocery shop has a sale of rs . 6235 , rs . 6927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 6500 ?(Give me the numeric answer only)",5191,numeric
"a train 225 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is :(Give me the numeric answer only)",86,numeric
0.0006688 / 0.0000120 x 17.05 = ?(Give me the numeric answer only),950.1,numeric
"the average age of a group of 10 persons was decreased by 3 years when one person , whose age was 45 years , was replaced by a new person . find the age of the new person ?(Give me the numeric answer only)",15,numeric
a car traveled 75 % of the way from town a to town b at an average speed of 75 mph . the car traveled at an average speed of v mph for the remaining part of the trip . the average speed for the entire trip was 50 mph . what is v in mph ?(Give me the numeric answer only),25,numeric
"two consultants can type up a report in 12.5 hours and edit it in 7.5 hours . if mary needs 30 hours to type the report and jim needs 12 hours to edit it alone , how many r hours will it take if jim types the report and mary edits it immediately after he is done ?(Give me the numeric answer only)",41.4,numeric
the number 1254 is divisible by which number ?(Give me the numeric answer only),6,numeric
"a certain no . when divided by 35 leaves aremainder 25 , what is the remainder if the same no . be divided by 15 ?(Give me the numeric answer only)",4,numeric
"a number when divided by 342 gives a remainder 38 , what remainder will be obtained by dividing the same number 21 ?(Give me the numeric answer only)",2,numeric
a number is said to be prime saturated if the product of all the different positive prime factors of w is less than the square root of w . what is the greatest two digit prime saturated integer ?(Give me the numeric answer only),96,numeric
54 is to be divided into two parts such that the sum of 10 times the first and 22 times the second is 780 . the bigger part is(Give me the numeric answer only),34,numeric
a work which could be finished in 9 days was finished 3 days earlier after 10 more men joined . the number of men employed was ?(Give me the numeric answer only),20,numeric
a bicycle wheel has a diameter of 0.66 m . how many complete revolutions does it make in 1 km ?(Give me the numeric answer only),482,numeric
"how many different pairs of positive integers ( a , b ) satisfy the equation 1 / a + 1 / b = 34 / 51 ?(Give me the numeric answer only)",0,numeric
"a telephone company needs to create a set of 3 - digit area codes . the company is entitled to use only digits 2 , 4 and 8 , which can be repeated . if the product of the digits in the area code must be even , how many different codes can be created ?(Give me the numeric answer only)",27,numeric
"the average age of one class strength 32 students is 16 yrs . if the staff ' s age is also included , the average increases by one year . find the age of the staff(Give me the numeric answer only)",49,numeric
"working simultaneously and independently at an identical constant rate , 5 machines of a certain type can produce a total of x units of product p in 8 days . how many of these machines , working simultaneously and independently at this constant rate , can produce a total of 3 x units of product p in 4 days ?(Give me the numeric answer only)",30,numeric
there is 60 lit of milk and water in which milk forms 84 % . howmuch water must be added to this solution to make it solution in which milk forms 50 %(Give me the numeric answer only),40.8,numeric
machine p and machine q are each used to manufacture 440 sprockets . it takes machine p 10 hours longer to produce 440 sprockets than machine q . machine q produces 10 % more sprockets per hour than machine a . how many sprockets per hour does machine a produce ?(Give me the numeric answer only),4,numeric
"a retailer buys 100 pens at the market price of 36 pens from a wholesaler , if he sells these pens giving a discount of 1 % , what is the profit % ?(Give me the numeric answer only)",175,numeric
a trader sells 85 meters of cloth for rs . 8925 at the profit of rs . 10 per metre of cloth . what is the cost price of one metre of cloth ?(Give me the numeric answer only),95,numeric
"a trailer carries 3 , 4 and 5 crates on a trip . each crate weighs no less than 120 kg . what is the maximum weight of the crates on a single trip ?(Give me the numeric answer only)",600,numeric
the average of first 3 prime numbers greater than 20 is ?(Give me the numeric answer only),27.7,numeric
"a reduction of 44 % in the price of bananas would enable a man to obtain 64 more for rs . 40 , what is reduced price per dozen ?(Give me the numeric answer only)",3.3,numeric
"if x and y are integers , what is the least positive number of 24 x + 16 y ?(Give me the numeric answer only)",8,numeric
a certain company retirement plan has arule of 70 provision that allows an employee to retire when the employee ' s age plus years of employment with the company total at least 70 . in what year could a female employee hired in 1987 on her 32 nd birthday first be eligible to retire under this provision ?(Give me the numeric answer only),2006,numeric
"a cistern is filled by a tap in 3 1 / 2 hours . due to leak in the bottom of the cistern , it takes half an hour longer to fill the cistern . if the cistern is full how long will it take the leak to empty it ?(Give me the numeric answer only)",28,numeric
a 40 gallon solution of salt and water is 10 % salt . how many gallons of water must be added to the solution in order to decrease the salt to 8 % of the volume ?(Give me the numeric answer only),810,numeric
"if 10 boys meet at a reunion and each boy shakes hands exactly once with each of the others , then what is the total number of handshakes(Give me the numeric answer only)",45,numeric
"6 x – 5 y + 3 z = 22 4 x + 8 y – 11 z = 7 5 x – 6 y + 2 z = 12 given the equations above , x + y + z = ?(Give me the numeric answer only)",10,numeric
"car x began traveling at an average speed of 35 miles per hour . after 72 minutes , car y began traveling at an average speed of 38 miles per hour . when both cars had traveled the same distance , both cars stopped . how many miles did car x travel from the time car y began traveling until both cars stopped ?(Give me the numeric answer only)",490,numeric
"jerry travels 8 miles at an average speed of 40 miles per hour , stops for 15 minutes , and then travels another 20 miles at an average speed of 60 miles per hour . what is jerry ’ s average speed , in miles per hour , for this trip ?(Give me the numeric answer only)",35,numeric
"when n is divided by 24 , the remainder is 4 . what is the remainder when 3 n is divided by 8 ?(Give me the numeric answer only)",4,numeric
a car takes 6 hours to cover a distance of 450 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?(Give me the numeric answer only),50,numeric
a letter lock consists of 3 rings each marked with 6 different letters . the number of distinct unsuccessful attempts to open the lock is at the most - .(Give me the numeric answer only),215,numeric
