Unnamed: 0,questions,answer,type
543,"In 2011, what was the number of people aged 20-24  residing in Australia?","1,513,236",numeric
544,What was the demographic size of Australia's 20-24  age category in 2011?,"1,513,236",numeric
545,How many residents aged 20-24  were recorded in Australia in 2011?,"1,513,236",numeric
546,What was the population tally for Australia's 20-24  age group in 2011?,"1,513,236",numeric
547,How many individuals aged 20-24  were living in Australia in 2011?,"1,513,236",numeric
548,What was the count of Australia's 20-24  age range population in 2011?,"1,513,236",numeric
549,What was the population size of Australia's 20-24  age group in 2011?,"1,513,236",numeric
550,What was the population census result for Australia's 20-24  age cohort in 2011?,"1,513,236",numeric
551,How many people in the age group 20-24  were accounted for in Australia's 2011 census?,"1,513,236",numeric
552,What was the population total for Australia's 20-24  age demographic in 2011?,"1,513,236",numeric
553,"In 2011, what was the population of Australia of the age group 20-24  years?","1,513,236",numeric
554,population of Australia in 2011 between 20-24  age group,"1,513,236",numeric
555,What was the population count of New South Wales's 20-24  age group in 2011?,"473,160",numeric
556,How many individuals aged 20-24  were there in New South Wales in 2011?,"473,160",numeric
557,What was New South Wales's population figure for the 20-24  age bracket in 2011?,"473,160",numeric
558,"In 2011, what was the number of people aged 20-24  residing in New South Wales?","473,160",numeric
559,What was the demographic size of New South Wales's 20-24  age category in 2011?,"473,160",numeric
560,How many residents aged 20-24  were recorded in New South Wales in 2011?,"473,160",numeric
561,What was the population tally for New South Wales's 20-24  age group in 2011?,"473,160",numeric
562,How many individuals aged 20-24  were living in New South Wales in 2011?,"473,160",numeric
563,What was the count of New South Wales's 20-24  age range population in 2011?,"473,160",numeric
564,What was the population size of New South Wales's 20-24  age group in 2011?,"473,160",numeric
565,What was the population census result for New South Wales's 20-24  age cohort in 2011?,"473,160",numeric
566,How many people in the age group 20-24  were accounted for in New South Wales's 2011 census?,"473,160",numeric
567,What was the population total for New South Wales's 20-24  age demographic in 2011?,"473,160",numeric
568,"In 2011, what was the population of New South Wales of the age group 20-24  years?","473,160",numeric
569,population of New South Wales in 2011 between 20-24  age group,"473,160",numeric
570,What was the population count of Victoria's 20-24  age group in 2011?,"388,669",numeric
571,How many individuals aged 20-24  were there in Victoria in 2011?,"388,669",numeric
572,What was Victoria's population figure for the 20-24  age bracket in 2011?,"388,669",numeric
573,"In 2011, what was the number of people aged 20-24  residing in Victoria?","388,669",numeric
574,What was the demographic size of Victoria's 20-24  age category in 2011?,"388,669",numeric
575,How many residents aged 20-24  were recorded in Victoria in 2011?,"388,669",numeric
576,What was the population tally for Victoria's 20-24  age group in 2011?,"388,669",numeric
577,How many individuals aged 20-24  were living in Victoria in 2011?,"388,669",numeric
578,What was the count of Victoria's 20-24  age range population in 2011?,"388,669",numeric
579,What was the population size of Victoria's 20-24  age group in 2011?,"388,669",numeric
580,What was the population census result for Victoria's 20-24  age cohort in 2011?,"388,669",numeric
581,How many people in the age group 20-24  were accounted for in Victoria's 2011 census?,"388,669",numeric
582,What was the population total for Victoria's 20-24  age demographic in 2011?,"388,669",numeric
583,"In 2011, what was the population of Victoria of the age group 20-24  years?","388,669",numeric
584,population of Victoria in 2011 between 20-24  age group,"388,669",numeric
585,What was the population count of Queensland's 20-24  age group in 2011?,"300,709",numeric
586,How many individuals aged 20-24  were there in Queensland in 2011?,"300,709",numeric
587,What was Queensland's population figure for the 20-24  age bracket in 2011?,"300,709",numeric
588,"In 2011, what was the number of people aged 20-24  residing in Queensland?","300,709",numeric
589,What was the demographic size of Queensland's 20-24  age category in 2011?,"300,709",numeric
590,How many residents aged 20-24  were recorded in Queensland in 2011?,"300,709",numeric
591,What was the population tally for Queensland's 20-24  age group in 2011?,"300,709",numeric
592,How many individuals aged 20-24  were living in Queensland in 2011?,"300,709",numeric
593,What was the count of Queensland's 20-24  age range population in 2011?,"300,709",numeric
594,What was the population size of Queensland's 20-24  age group in 2011?,"300,709",numeric
595,What was the population census result for Queensland's 20-24  age cohort in 2011?,"300,709",numeric
596,How many people in the age group 20-24  were accounted for in Queensland's 2011 census?,"300,709",numeric
597,What was the population total for Queensland's 20-24  age demographic in 2011?,"300,709",numeric
598,"In 2011, what was the population of Queensland of the age group 20-24  years?","300,709",numeric
599,population of Queensland in 2011 between 20-24  age group,"300,709",numeric
600,What was the population count of South Australia's 20-24  age group in 2011?,"104,507",numeric
601,How many individuals aged 20-24  were there in South Australia in 2011?,"104,507",numeric
602,What was South Australia's population figure for the 20-24  age bracket in 2011?,"104,507",numeric
603,"In 2011, what was the number of people aged 20-24  residing in South Australia?","104,507",numeric
604,What was the demographic size of South Australia's 20-24  age category in 2011?,"104,507",numeric
605,How many residents aged 20-24  were recorded in South Australia in 2011?,"104,507",numeric
606,What was the population tally for South Australia's 20-24  age group in 2011?,"104,507",numeric
607,How many individuals aged 20-24  were living in South Australia in 2011?,"104,507",numeric
608,What was the count of South Australia's 20-24  age range population in 2011?,"104,507",numeric
609,What was the population size of South Australia's 20-24  age group in 2011?,"104,507",numeric
610,What was the population census result for South Australia's 20-24  age cohort in 2011?,"104,507",numeric
611,How many people in the age group 20-24  were accounted for in South Australia's 2011 census?,"104,507",numeric
612,What was the population total for South Australia's 20-24  age demographic in 2011?,"104,507",numeric
613,"In 2011, what was the population of South Australia of the age group 20-24  years?","104,507",numeric
614,population of South Australia in 2011 between 20-24  age group,"104,507",numeric
615,What was the population count of Western Australia's 20-24  age group in 2011?,"167,944",numeric
616,How many individuals aged 20-24  were there in Western Australia in 2011?,"167,944",numeric
617,What was Western Australia's population figure for the 20-24  age bracket in 2011?,"167,944",numeric
618,"In 2011, what was the number of people aged 20-24  residing in Western Australia?","167,944",numeric
619,What was the demographic size of Western Australia's 20-24  age category in 2011?,"167,944",numeric
620,How many residents aged 20-24  were recorded in Western Australia in 2011?,"167,944",numeric
621,What was the population tally for Western Australia's 20-24  age group in 2011?,"167,944",numeric
622,How many individuals aged 20-24  were living in Western Australia in 2011?,"167,944",numeric
623,What was the count of Western Australia's 20-24  age range population in 2011?,"167,944",numeric
624,What was the population size of Western Australia's 20-24  age group in 2011?,"167,944",numeric
625,What was the population census result for Western Australia's 20-24  age cohort in 2011?,"167,944",numeric
626,How many people in the age group 20-24  were accounted for in Western Australia's 2011 census?,"167,944",numeric
627,What was the population total for Western Australia's 20-24  age demographic in 2011?,"167,944",numeric
628,"In 2011, what was the population of Western Australia of the age group 20-24  years?","167,944",numeric
629,population of Western Australia in 2011 between 20-24  age group,"167,944",numeric
630,What was the population count of Tasmania's 20-24  age group in 2011?,"28,074",numeric
631,How many individuals aged 20-24  were there in Tasmania in 2011?,"28,074",numeric
632,What was Tasmania's population figure for the 20-24  age bracket in 2011?,"28,074",numeric
633,"In 2011, what was the number of people aged 20-24  residing in Tasmania?","28,074",numeric
634,What was the demographic size of Tasmania's 20-24  age category in 2011?,"28,074",numeric
635,How many residents aged 20-24  were recorded in Tasmania in 2011?,"28,074",numeric
636,What was the population tally for Tasmania's 20-24  age group in 2011?,"28,074",numeric
637,How many individuals aged 20-24  were living in Tasmania in 2011?,"28,074",numeric
638,What was the count of Tasmania's 20-24  age range population in 2011?,"28,074",numeric
639,What was the population size of Tasmania's 20-24  age group in 2011?,"28,074",numeric
640,What was the population census result for Tasmania's 20-24  age cohort in 2011?,"28,074",numeric
641,How many people in the age group 20-24  were accounted for in Tasmania's 2011 census?,"28,074",numeric
642,What was the population total for Tasmania's 20-24  age demographic in 2011?,"28,074",numeric
643,"In 2011, what was the population of Tasmania of the age group 20-24  years?","28,074",numeric
644,population of Tasmania in 2011 between 20-24  age group,"28,074",numeric
645,What was the population count of Northern Territory's 20-24  age group in 2011?,"19,213",numeric
646,How many individuals aged 20-24  were there in Northern Territory in 2011?,"19,213",numeric
647,What was Northern Territory's population figure for the 20-24  age bracket in 2011?,"19,213",numeric
648,"In 2011, what was the number of people aged 20-24  residing in Northern Territory?","19,213",numeric
649,What was the demographic size of Northern Territory's 20-24  age category in 2011?,"19,213",numeric
650,How many residents aged 20-24  were recorded in Northern Territory in 2011?,"19,213",numeric
651,What was the population tally for Northern Territory's 20-24  age group in 2011?,"19,213",numeric
652,How many individuals aged 20-24  were living in Northern Territory in 2011?,"19,213",numeric
653,What was the count of Northern Territory's 20-24  age range population in 2011?,"19,213",numeric
654,What was the population size of Northern Territory's 20-24  age group in 2011?,"19,213",numeric
655,What was the population census result for Northern Territory's 20-24  age cohort in 2011?,"19,213",numeric
656,How many people in the age group 20-24  were accounted for in Northern Territory's 2011 census?,"19,213",numeric
657,What was the population total for Northern Territory's 20-24  age demographic in 2011?,"19,213",numeric
658,"In 2011, what was the population of Northern Territory of the age group 20-24  years?","19,213",numeric
659,population of Northern Territory in 2011 between 20-24  age group,"19,213",numeric
660,What was the population count of Australian Capital Territory's 20-24  age group in 2011?,"30,535",numeric
661,How many individuals aged 20-24  were there in Australian Capital Territory in 2011?,"30,535",numeric
662,What was Australian Capital Territory's population figure for the 20-24  age bracket in 2011?,"30,535",numeric
663,"In 2011, what was the number of people aged 20-24  residing in Australian Capital Territory?","30,535",numeric
664,What was the demographic size of Australian Capital Territory's 20-24  age category in 2011?,"30,535",numeric
665,How many residents aged 20-24  were recorded in Australian Capital Territory in 2011?,"30,535",numeric
666,What was the population tally for Australian Capital Territory's 20-24  age group in 2011?,"30,535",numeric
667,How many individuals aged 20-24  were living in Australian Capital Territory in 2011?,"30,535",numeric
668,What was the count of Australian Capital Territory's 20-24  age range population in 2011?,"30,535",numeric
669,What was the population size of Australian Capital Territory's 20-24  age group in 2011?,"30,535",numeric
670,What was the population census result for Australian Capital Territory's 20-24  age cohort in 2011?,"30,535",numeric
671,How many people in the age group 20-24  were accounted for in Australian Capital Territory's 2011 census?,"30,535",numeric
672,What was the population total for Australian Capital Territory's 20-24  age demographic in 2011?,"30,535",numeric
673,"In 2011, what was the population of Australian Capital Territory of the age group 20-24  years?","30,535",numeric
674,population of Australian Capital Territory in 2011 between 20-24  age group,"30,535",numeric
675,What was the population count of Australia's 25-29  age group in 2011?,"1,453,775",numeric
676,How many individuals aged 25-29  were there in Australia in 2011?,"1,453,775",numeric
677,What was Australia's population figure for the 25-29  age bracket in 2011?,"1,453,775",numeric
678,"In 2011, what was the number of people aged 25-29  residing in Australia?","1,453,775",numeric
679,What was the demographic size of Australia's 25-29  age category in 2011?,"1,453,775",numeric
680,How many residents aged 25-29  were recorded in Australia in 2011?,"1,453,775",numeric
681,What was the population tally for Australia's 25-29  age group in 2011?,"1,453,775",numeric
682,How many individuals aged 25-29  were living in Australia in 2011?,"1,453,775",numeric
683,What was the count of Australia's 25-29  age range population in 2011?,"1,453,775",numeric
684,What was the population size of Australia's 25-29  age group in 2011?,"1,453,775",numeric
685,What was the population census result for Australia's 25-29  age cohort in 2011?,"1,453,775",numeric
686,How many people in the age group 25-29  were accounted for in Australia's 2011 census?,"1,453,775",numeric
687,What was the population total for Australia's 25-29  age demographic in 2011?,"1,453,775",numeric
688,"In 2011, what was the population of Australia of the age group 25-29  years?","1,453,775",numeric
689,population of Australia in 2011 between 25-29  age group,"1,453,775",numeric
690,What was the population count of New South Wales's 25-29  age group in 2011?,"468,336",numeric
691,How many individuals aged 25-29  were there in New South Wales in 2011?,"468,336",numeric
692,What was New South Wales's population figure for the 25-29  age bracket in 2011?,"468,336",numeric
693,"In 2011, what was the number of people aged 25-29  residing in New South Wales?","468,336",numeric
694,What was the demographic size of New South Wales's 25-29  age category in 2011?,"468,336",numeric
695,How many residents aged 25-29  were recorded in New South Wales in 2011?,"468,336",numeric
696,What was the population tally for New South Wales's 25-29  age group in 2011?,"468,336",numeric
697,How many individuals aged 25-29  were living in New South Wales in 2011?,"468,336",numeric
698,What was the count of New South Wales's 25-29  age range population in 2011?,"468,336",numeric
699,What was the population size of New South Wales's 25-29  age group in 2011?,"468,336",numeric
700,What was the population census result for New South Wales's 25-29  age cohort in 2011?,"468,336",numeric
701,How many people in the age group 25-29  were accounted for in New South Wales's 2011 census?,"468,336",numeric
702,What was the population total for New South Wales's 25-29  age demographic in 2011?,"468,336",numeric
703,"In 2011, what was the population of New South Wales of the age group 25-29  years?","468,336",numeric
704,population of New South Wales in 2011 between 25-29  age group,"468,336",numeric
705,What was the population count of Victoria's 25-29  age group in 2011?,"372,214",numeric
706,How many individuals aged 25-29  were there in Victoria in 2011?,"372,214",numeric
707,What was Victoria's population figure for the 25-29  age bracket in 2011?,"372,214",numeric
708,"In 2011, what was the number of people aged 25-29  residing in Victoria?","372,214",numeric
709,What was the demographic size of Victoria's 25-29  age category in 2011?,"372,214",numeric
710,How many residents aged 25-29  were recorded in Victoria in 2011?,"372,214",numeric
711,What was the population tally for Victoria's 25-29  age group in 2011?,"372,214",numeric
712,How many individuals aged 25-29  were living in Victoria in 2011?,"372,214",numeric
713,What was the count of Victoria's 25-29  age range population in 2011?,"372,214",numeric
714,What was the population size of Victoria's 25-29  age group in 2011?,"372,214",numeric
715,What was the population census result for Victoria's 25-29  age cohort in 2011?,"372,214",numeric
716,How many people in the age group 25-29  were accounted for in Victoria's 2011 census?,"372,214",numeric
717,What was the population total for Victoria's 25-29  age demographic in 2011?,"372,214",numeric
718,"In 2011, what was the population of Victoria of the age group 25-29  years?","372,214",numeric
719,population of Victoria in 2011 between 25-29  age group,"372,214",numeric
720,What was the population count of Queensland's 25-29  age group in 2011?,"286,697",numeric
721,How many individuals aged 25-29  were there in Queensland in 2011?,"286,697",numeric
722,What was Queensland's population figure for the 25-29  age bracket in 2011?,"286,697",numeric
723,"In 2011, what was the number of people aged 25-29  residing in Queensland?","286,697",numeric
724,What was the demographic size of Queensland's 25-29  age category in 2011?,"286,697",numeric
725,How many residents aged 25-29  were recorded in Queensland in 2011?,"286,697",numeric
726,What was the population tally for Queensland's 25-29  age group in 2011?,"286,697",numeric
727,How many individuals aged 25-29  were living in Queensland in 2011?,"286,697",numeric
728,What was the count of Queensland's 25-29  age range population in 2011?,"286,697",numeric
729,What was the population size of Queensland's 25-29  age group in 2011?,"286,697",numeric
730,What was the population census result for Queensland's 25-29  age cohort in 2011?,"286,697",numeric
731,How many people in the age group 25-29  were accounted for in Queensland's 2011 census?,"286,697",numeric
732,What was the population total for Queensland's 25-29  age demographic in 2011?,"286,697",numeric
733,"In 2011, what was the population of Queensland of the age group 25-29  years?","286,697",numeric
734,population of Queensland in 2011 between 25-29  age group,"286,697",numeric
735,What was the population count of South Australia's 25-29  age group in 2011?,"97,820",numeric
736,How many individuals aged 25-29  were there in South Australia in 2011?,"97,820",numeric
737,What was South Australia's population figure for the 25-29  age bracket in 2011?,"97,820",numeric
738,"In 2011, what was the number of people aged 25-29  residing in South Australia?","97,820",numeric
739,What was the demographic size of South Australia's 25-29  age category in 2011?,"97,820",numeric
740,How many residents aged 25-29  were recorded in South Australia in 2011?,"97,820",numeric
741,What was the population tally for South Australia's 25-29  age group in 2011?,"97,820",numeric
742,How many individuals aged 25-29  were living in South Australia in 2011?,"97,820",numeric
743,What was the count of South Australia's 25-29  age range population in 2011?,"97,820",numeric
744,What was the population size of South Australia's 25-29  age group in 2011?,"97,820",numeric
745,What was the population census result for South Australia's 25-29  age cohort in 2011?,"97,820",numeric
746,How many people in the age group 25-29  were accounted for in South Australia's 2011 census?,"97,820",numeric
747,What was the population total for South Australia's 25-29  age demographic in 2011?,"97,820",numeric
748,"In 2011, what was the population of South Australia of the age group 25-29  years?","97,820",numeric
749,population of South Australia in 2011 between 25-29  age group,"97,820",numeric
750,What was the population count of Western Australia's 25-29  age group in 2011?,"156,152",numeric
751,How many individuals aged 25-29  were there in Western Australia in 2011?,"156,152",numeric
752,What was Western Australia's population figure for the 25-29  age bracket in 2011?,"156,152",numeric
753,"In 2011, what was the number of people aged 25-29  residing in Western Australia?","156,152",numeric
754,What was the demographic size of Western Australia's 25-29  age category in 2011?,"156,152",numeric
755,How many residents aged 25-29  were recorded in Western Australia in 2011?,"156,152",numeric
756,What was the population tally for Western Australia's 25-29  age group in 2011?,"156,152",numeric
757,How many individuals aged 25-29  were living in Western Australia in 2011?,"156,152",numeric
758,What was the count of Western Australia's 25-29  age range population in 2011?,"156,152",numeric
759,What was the population size of Western Australia's 25-29  age group in 2011?,"156,152",numeric
760,What was the population census result for Western Australia's 25-29  age cohort in 2011?,"156,152",numeric
761,How many people in the age group 25-29  were accounted for in Western Australia's 2011 census?,"156,152",numeric
762,What was the population total for Western Australia's 25-29  age demographic in 2011?,"156,152",numeric
763,"In 2011, what was the population of Western Australia of the age group 25-29  years?","156,152",numeric
764,population of Western Australia in 2011 between 25-29  age group,"156,152",numeric
765,What was the population count of Tasmania's 25-29  age group in 2011?,"27,209",numeric
766,How many individuals aged 25-29  were there in Tasmania in 2011?,"27,209",numeric
767,What was Tasmania's population figure for the 25-29  age bracket in 2011?,"27,209",numeric
768,"In 2011, what was the number of people aged 25-29  residing in Tasmania?","27,209",numeric
769,What was the demographic size of Tasmania's 25-29  age category in 2011?,"27,209",numeric
770,How many residents aged 25-29  were recorded in Tasmania in 2011?,"27,209",numeric
771,What was the population tally for Tasmania's 25-29  age group in 2011?,"27,209",numeric
772,How many individuals aged 25-29  were living in Tasmania in 2011?,"27,209",numeric
773,What was the count of Tasmania's 25-29  age range population in 2011?,"27,209",numeric
774,What was the population size of Tasmania's 25-29  age group in 2011?,"27,209",numeric
775,What was the population census result for Tasmania's 25-29  age cohort in 2011?,"27,209",numeric
776,How many people in the age group 25-29  were accounted for in Tasmania's 2011 census?,"27,209",numeric
777,What was the population total for Tasmania's 25-29  age demographic in 2011?,"27,209",numeric
778,"In 2011, what was the population of Tasmania of the age group 25-29  years?","27,209",numeric
779,population of Tasmania in 2011 between 25-29  age group,"27,209",numeric
780,What was the population count of Northern Territory's 25-29  age group in 2011?,"17,345",numeric
781,How many individuals aged 25-29  were there in Northern Territory in 2011?,"17,345",numeric
782,What was Northern Territory's population figure for the 25-29  age bracket in 2011?,"17,345",numeric
783,"In 2011, what was the number of people aged 25-29  residing in Northern Territory?","17,345",numeric
784,What was the demographic size of Northern Territory's 25-29  age category in 2011?,"17,345",numeric
785,How many residents aged 25-29  were recorded in Northern Territory in 2011?,"17,345",numeric
786,What was the population tally for Northern Territory's 25-29  age group in 2011?,"17,345",numeric
787,How many individuals aged 25-29  were living in Northern Territory in 2011?,"17,345",numeric
788,What was the count of Northern Territory's 25-29  age range population in 2011?,"17,345",numeric
789,What was the population size of Northern Territory's 25-29  age group in 2011?,"17,345",numeric
790,What was the population census result for Northern Territory's 25-29  age cohort in 2011?,"17,345",numeric
791,How many people in the age group 25-29  were accounted for in Northern Territory's 2011 census?,"17,345",numeric
792,What was the population total for Northern Territory's 25-29  age demographic in 2011?,"17,345",numeric
793,"In 2011, what was the population of Northern Territory of the age group 25-29  years?","17,345",numeric
794,population of Northern Territory in 2011 between 25-29  age group,"17,345",numeric
795,What was the population count of Australian Capital Territory's 25-29  age group in 2011?,"27,708",numeric
796,How many individuals aged 25-29  were there in Australian Capital Territory in 2011?,"27,708",numeric
797,What was Australian Capital Territory's population figure for the 25-29  age bracket in 2011?,"27,708",numeric
798,"In 2011, what was the number of people aged 25-29  residing in Australian Capital Territory?","27,708",numeric
799,What was the demographic size of Australian Capital Territory's 25-29  age category in 2011?,"27,708",numeric
800,How many residents aged 25-29  were recorded in Australian Capital Territory in 2011?,"27,708",numeric
801,What was the population tally for Australian Capital Territory's 25-29  age group in 2011?,"27,708",numeric
802,How many individuals aged 25-29  were living in Australian Capital Territory in 2011?,"27,708",numeric
803,What was the count of Australian Capital Territory's 25-29  age range population in 2011?,"27,708",numeric
804,What was the population size of Australian Capital Territory's 25-29  age group in 2011?,"27,708",numeric
805,What was the population census result for Australian Capital Territory's 25-29  age cohort in 2011?,"27,708",numeric
806,How many people in the age group 25-29  were accounted for in Australian Capital Territory's 2011 census?,"27,708",numeric
807,What was the population total for Australian Capital Territory's 25-29  age demographic in 2011?,"27,708",numeric
808,"In 2011, what was the population of Australian Capital Territory of the age group 25-29  years?","27,708",numeric
809,population of Australian Capital Territory in 2011 between 25-29  age group,"27,708",numeric
810,What was the population count of Australia's 30-34  age group in 2011?,"1,520,138",numeric
811,How many individuals aged 30-34  were there in Australia in 2011?,"1,520,138",numeric
812,What was Australia's population figure for the 30-34  age bracket in 2011?,"1,520,138",numeric
813,"In 2011, what was the number of people aged 30-34  residing in Australia?","1,520,138",numeric
814,What was the demographic size of Australia's 30-34  age category in 2011?,"1,520,138",numeric
815,How many residents aged 30-34  were recorded in Australia in 2011?,"1,520,138",numeric
816,What was the population tally for Australia's 30-34  age group in 2011?,"1,520,138",numeric
817,How many individuals aged 30-34  were living in Australia in 2011?,"1,520,138",numeric
818,What was the count of Australia's 30-34  age range population in 2011?,"1,520,138",numeric
819,What was the population size of Australia's 30-34  age group in 2011?,"1,520,138",numeric
820,What was the population census result for Australia's 30-34  age cohort in 2011?,"1,520,138",numeric
821,How many people in the age group 30-34  were accounted for in Australia's 2011 census?,"1,520,138",numeric
822,What was the population total for Australia's 30-34  age demographic in 2011?,"1,520,138",numeric
823,"In 2011, what was the population of Australia of the age group 30-34  years?","1,520,138",numeric
824,population of Australia in 2011 between 30-34  age group,"1,520,138",numeric
825,What was the population count of New South Wales's 30-34  age group in 2011?,"488,124",numeric
826,How many individuals aged 30-34  were there in New South Wales in 2011?,"488,124",numeric
827,What was New South Wales's population figure for the 30-34  age bracket in 2011?,"488,124",numeric
828,"In 2011, what was the number of people aged 30-34  residing in New South Wales?","488,124",numeric
829,What was the demographic size of New South Wales's 30-34  age category in 2011?,"488,124",numeric
830,How many residents aged 30-34  were recorded in New South Wales in 2011?,"488,124",numeric
831,What was the population tally for New South Wales's 30-34  age group in 2011?,"488,124",numeric
832,How many individuals aged 30-34  were living in New South Wales in 2011?,"488,124",numeric
833,What was the count of New South Wales's 30-34  age range population in 2011?,"488,124",numeric
834,What was the population size of New South Wales's 30-34  age group in 2011?,"488,124",numeric
835,What was the population census result for New South Wales's 30-34  age cohort in 2011?,"488,124",numeric
836,How many people in the age group 30-34  were accounted for in New South Wales's 2011 census?,"488,124",numeric
837,What was the population total for New South Wales's 30-34  age demographic in 2011?,"488,124",numeric
838,"In 2011, what was the population of New South Wales of the age group 30-34  years?","488,124",numeric
839,population of New South Wales in 2011 between 30-34  age group,"488,124",numeric
840,What was the population count of Victoria's 30-34  age group in 2011?,"383,415",numeric
841,How many individuals aged 30-34  were there in Victoria in 2011?,"383,415",numeric
842,What was Victoria's population figure for the 30-34  age bracket in 2011?,"383,415",numeric
843,"In 2011, what was the number of people aged 30-34  residing in Victoria?","383,415",numeric
844,What was the demographic size of Victoria's 30-34  age category in 2011?,"383,415",numeric
845,How many residents aged 30-34  were recorded in Victoria in 2011?,"383,415",numeric
846,What was the population tally for Victoria's 30-34  age group in 2011?,"383,415",numeric
847,How many individuals aged 30-34  were living in Victoria in 2011?,"383,415",numeric
848,What was the count of Victoria's 30-34  age range population in 2011?,"383,415",numeric
849,What was the population size of Victoria's 30-34  age group in 2011?,"383,415",numeric
850,What was the population census result for Victoria's 30-34  age cohort in 2011?,"383,415",numeric
851,How many people in the age group 30-34  were accounted for in Victoria's 2011 census?,"383,415",numeric
852,What was the population total for Victoria's 30-34  age demographic in 2011?,"383,415",numeric
853,"In 2011, what was the population of Victoria of the age group 30-34  years?","383,415",numeric
854,population of Victoria in 2011 between 30-34  age group,"383,415",numeric
855,What was the population count of Queensland's 30-34  age group in 2011?,"308,180",numeric
856,How many individuals aged 30-34  were there in Queensland in 2011?,"308,180",numeric
857,What was Queensland's population figure for the 30-34  age bracket in 2011?,"308,180",numeric
858,"In 2011, what was the number of people aged 30-34  residing in Queensland?","308,180",numeric
859,What was the demographic size of Queensland's 30-34  age category in 2011?,"308,180",numeric
860,How many residents aged 30-34  were recorded in Queensland in 2011?,"308,180",numeric
861,What was the population tally for Queensland's 30-34  age group in 2011?,"308,180",numeric
862,How many individuals aged 30-34  were living in Queensland in 2011?,"308,180",numeric
863,What was the count of Queensland's 30-34  age range population in 2011?,"308,180",numeric
864,What was the population size of Queensland's 30-34  age group in 2011?,"308,180",numeric
865,What was the population census result for Queensland's 30-34  age cohort in 2011?,"308,180",numeric
866,How many people in the age group 30-34  were accounted for in Queensland's 2011 census?,"308,180",numeric
867,What was the population total for Queensland's 30-34  age demographic in 2011?,"308,180",numeric
868,"In 2011, what was the population of Queensland of the age group 30-34  years?","308,180",numeric
869,population of Queensland in 2011 between 30-34  age group,"308,180",numeric
870,What was the population count of South Australia's 30-34  age group in 2011?,"103,966",numeric
871,How many individuals aged 30-34  were there in South Australia in 2011?,"103,966",numeric
872,What was South Australia's population figure for the 30-34  age bracket in 2011?,"103,966",numeric
873,"In 2011, what was the number of people aged 30-34  residing in South Australia?","103,966",numeric
874,What was the demographic size of South Australia's 30-34  age category in 2011?,"103,966",numeric
875,How many residents aged 30-34  were recorded in South Australia in 2011?,"103,966",numeric
876,What was the population tally for South Australia's 30-34  age group in 2011?,"103,966",numeric
877,How many individuals aged 30-34  were living in South Australia in 2011?,"103,966",numeric
878,What was the count of South Australia's 30-34  age range population in 2011?,"103,966",numeric
879,What was the population size of South Australia's 30-34  age group in 2011?,"103,966",numeric
880,What was the population census result for South Australia's 30-34  age cohort in 2011?,"103,966",numeric
881,How many people in the age group 30-34  were accounted for in South Australia's 2011 census?,"103,966",numeric
882,What was the population total for South Australia's 30-34  age demographic in 2011?,"103,966",numeric
883,"In 2011, what was the population of South Australia of the age group 30-34  years?","103,966",numeric
884,population of South Australia in 2011 between 30-34  age group,"103,966",numeric
885,What was the population count of Western Australia's 30-34  age group in 2011?,"161,526",numeric
886,How many individuals aged 30-34  were there in Western Australia in 2011?,"161,526",numeric
887,What was Western Australia's population figure for the 30-34  age bracket in 2011?,"161,526",numeric
888,"In 2011, what was the number of people aged 30-34  residing in Western Australia?","161,526",numeric
889,What was the demographic size of Western Australia's 30-34  age category in 2011?,"161,526",numeric
890,How many residents aged 30-34  were recorded in Western Australia in 2011?,"161,526",numeric
891,What was the population tally for Western Australia's 30-34  age group in 2011?,"161,526",numeric
892,How many individuals aged 30-34  were living in Western Australia in 2011?,"161,526",numeric
893,What was the count of Western Australia's 30-34  age range population in 2011?,"161,526",numeric
894,What was the population size of Western Australia's 30-34  age group in 2011?,"161,526",numeric
895,What was the population census result for Western Australia's 30-34  age cohort in 2011?,"161,526",numeric
896,How many people in the age group 30-34  were accounted for in Western Australia's 2011 census?,"161,526",numeric
897,What was the population total for Western Australia's 30-34  age demographic in 2011?,"161,526",numeric
898,"In 2011, what was the population of Western Australia of the age group 30-34  years?","161,526",numeric
899,population of Western Australia in 2011 between 30-34  age group,"161,526",numeric
900,What was the population count of Tasmania's 30-34  age group in 2011?,"30,908",numeric
901,How many individuals aged 30-34  were there in Tasmania in 2011?,"30,908",numeric
902,What was Tasmania's population figure for the 30-34  age bracket in 2011?,"30,908",numeric
903,"In 2011, what was the number of people aged 30-34  residing in Tasmania?","30,908",numeric
904,What was the demographic size of Tasmania's 30-34  age category in 2011?,"30,908",numeric
905,How many residents aged 30-34  were recorded in Tasmania in 2011?,"30,908",numeric
906,What was the population tally for Tasmania's 30-34  age group in 2011?,"30,908",numeric
907,How many individuals aged 30-34  were living in Tasmania in 2011?,"30,908",numeric
908,What was the count of Tasmania's 30-34  age range population in 2011?,"30,908",numeric
909,What was the population size of Tasmania's 30-34  age group in 2011?,"30,908",numeric
910,What was the population census result for Tasmania's 30-34  age cohort in 2011?,"30,908",numeric
911,How many people in the age group 30-34  were accounted for in Tasmania's 2011 census?,"30,908",numeric
912,What was the population total for Tasmania's 30-34  age demographic in 2011?,"30,908",numeric
913,"In 2011, what was the population of Tasmania of the age group 30-34  years?","30,908",numeric
914,population of Tasmania in 2011 between 30-34  age group,"30,908",numeric
